time_ms,local_time,pack2025-10-15_19:03:54.651et_type,sequence_no,fragment_idx,total_fragments,packet_size_bytes
402195,2025-10-15_19:08:34.485,MSGF,6,28,44,179
402578,2025-10-15_19:08:34.868,MSGF,6,29,44,179
402961,2025-10-15_19:08:34.251,MSGF,6,30,44,179
403344,2025-10-15_19:08:35.634,MSGF,6,31,44,179
403740,2025-10-15_19:08:35.031,MSGF,6,32,44,179
404125,2025-10-15_19:08:36.415,MSGF,6,33,44,179
404508,2025-10-15_19:08:36.798,MSGF,6,34,44,179
404891,2025-10-15_19:08:36.181,MSGF,6,35,44,179
405274,2025-10-15_19:08:37.564,MSGF,6,36,44,179
405670,2025-10-15_19:08:37.961,MSGF,6,37,44,179
406055,2025-10-15_19:08:37.345,MSGF,6,38,44,179
406438,2025-10-15_19:08:38.728,MSGF,6,39,44,179
406821,2025-10-15_19:08:38.111,MSGF,6,40,44,179
407204,2025-10-15_19:08:39.494,MSGF,6,41,44,179
407601,2025-10-15_19:08:39.892,MSGF,6,42,44,179
407986,2025-10-15_19:08:39.152,MSGF,6,43,44,96



424050,2025-10-15_19:08:55.341,MSGF,7,0,44,178
424434,2025-10-15_19:08:56.724,MSGF,7,1,44,178
424824,2025-10-15_19:08:56.115,MSGF,7,2,44,178
425214,2025-10-15_19:08:57.504,MSGF,7,3,44,178
425597,2025-10-15_19:08:57.887,MSGF,7,4,44,178
425980,2025-10-15_19:08:57.270,MSGF,7,5,44,178
426363,2025-10-15_19:08:58.653,MSGF,7,6,44,178
426753,2025-10-15_19:08:58.044,MSGF,7,7,44,178
427141,2025-10-15_19:08:59.431,MSGF,7,8,44,178
427524,2025-10-15_19:08:59.814,MSGF,7,9,44,178
427907,2025-10-15_19:08:59.197,MSGF,7,10,44,179
428290,2025-10-15_19:09:00.580,MSGF,7,11,44,179
428680,2025-10-15_19:09:00.971,MSGF,7,12,44,179
429070,2025-10-15_19:09:00.360,MSGF,7,13,44,179
429453,2025-10-15_19:09:01.743,MSGF,7,14,44,179
429836,2025-10-15_19:09:01.126,MSGF,7,15,44,179
430219,2025-10-15_19:09:02.509,MSGF,7,16,44,179
430609,2025-10-15_19:09:02.900,MSGF,7,17,44,179
431000,2025-10-15_19:09:02.290,MSGF,7,18,44,179
431383,2025-10-15_19:09:03.673,MSGF,7,19,44,179
431766,2025-10-15_19:09:03.056,MSGF,7,20,44,179
432149,2025-10-15_19:09:04.439,MSGF,7,21,44,179
432539,2025-10-15_19:09:04.830,MSGF,7,22,44,179
432930,2025-10-15_19:09:04.220,MSGF,7,23,44,179
433313,2025-10-15_19:09:05.603,MSGF,7,24,44,179
433696,2025-10-15_19:09:05.986,MSGF,7,25,44,179
434079,2025-10-15_19:09:05.369,MSGF,7,26,44,179
434469,2025-10-15_19:09:06.760,MSGF,7,27,44,179
434859,2025-10-15_19:09:06.149,MSGF,7,28,44,179
435242,2025-10-15_19:09:07.532,MSGF,7,29,44,179
435625,2025-10-15_19:09:07.915,MSGF,7,30,44,179
436008,2025-10-15_19:09:07.298,MSGF,7,31,44,179
436398,2025-10-15_19:09:08.689,MSGF,7,32,44,179
436788,2025-10-15_19:09:08.078,MSGF,7,33,44,179
437171,2025-10-15_19:09:09.461,MSGF,7,34,44,179
437554,2025-10-15_19:09:09.844,MSGF,7,35,44,179
437937,2025-10-15_19:09:09.227,MSGF,7,36,44,179
438327,2025-10-15_19:09:10.618,MSGF,7,37,44,179
438717,2025-10-15_19:09:10.007,MSGF,7,38,44,179
439100,2025-10-15_19:09:11.390,MSGF,7,39,44,179
439483,2025-10-15_19:09:11.773,MSGF,7,40,44,179
439866,2025-10-15_19:09:11.156,MSGF,7,41,44,179
440255,2025-10-15_19:09:12.546,MSGF,7,42,44,179
440646,2025-10-15_19:09:12.812,MSGF,7,43,44,96



452290,2025-10-15_19:09:24.581,MSGF,8,0,44,178
452674,2025-10-15_19:09:24.964,MSGF,8,1,44,178
453062,2025-10-15_19:09:24.352,MSGF,8,2,44,178
453445,2025-10-15_19:09:25.735,MSGF,8,3,44,178
453834,2025-10-15_19:09:25.124,MSGF,8,4,44,178
454217,2025-10-15_19:09:26.507,MSGF,8,5,44,178
454600,2025-10-15_19:09:26.890,MSGF,8,6,44,178
454990,2025-10-15_19:09:26.281,MSGF,8,7,44,178
455374,2025-10-15_19:09:27.664,MSGF,8,8,44,178
455763,2025-10-15_19:09:27.053,MSGF,8,9,44,178
456146,2025-10-15_19:09:28.436,MSGF,8,10,44,179
456529,2025-10-15_19:09:28.819,MSGF,8,11,44,179
456919,2025-10-15_19:09:28.210,MSGF,8,12,44,179
457303,2025-10-15_19:09:29.593,MSGF,8,13,44,179
457692,2025-10-15_19:09:29.982,MSGF,8,14,44,179
458075,2025-10-15_19:09:29.365,MSGF,8,15,44,179
458458,2025-10-15_19:09:30.748,MSGF,8,16,44,179
458848,2025-10-15_19:09:30.139,MSGF,8,17,44,179
459232,2025-10-15_19:09:31.522,MSGF,8,18,44,179
459622,2025-10-15_19:09:31.912,MSGF,8,19,44,179
460005,2025-10-15_19:09:31.295,MSGF,8,20,44,179
460388,2025-10-15_19:09:32.678,MSGF,8,21,44,179
460778,2025-10-15_19:09:32.069,MSGF,8,22,44,179
461162,2025-10-15_19:09:33.452,MSGF,8,23,44,179
461551,2025-10-15_19:09:33.841,MSGF,8,24,44,179
461934,2025-10-15_19:09:33.224,MSGF,8,25,44,179
462317,2025-10-15_19:09:34.607,MSGF,8,26,44,179
462707,2025-10-15_19:09:34.998,MSGF,8,27,44,179
463091,2025-10-15_19:09:34.381,MSGF,8,28,44,179
463480,2025-10-15_19:09:35.770,MSGF,8,29,44,179
463863,2025-10-15_19:09:35.153,MSGF,8,30,44,179
464246,2025-10-15_19:09:36.536,MSGF,8,31,44,179
464636,2025-10-15_19:09:36.927,MSGF,8,32,44,179
465020,2025-10-15_19:09:36.310,MSGF,8,33,44,179
465409,2025-10-15_19:09:37.699,MSGF,8,34,44,179
465792,2025-10-15_19:09:37.082,MSGF,8,35,44,179
466175,2025-10-15_19:09:38.465,MSGF,8,36,44,179
466565,2025-10-15_19:09:38.856,MSGF,8,37,44,179
466949,2025-10-15_19:09:38.239,MSGF,8,38,44,179
467338,2025-10-15_19:09:39.628,MSGF,8,39,44,179
467721,2025-10-15_19:09:39.011,MSGF,8,40,44,179
468104,2025-10-15_19:09:40.394,MSGF,8,41,44,179
468494,2025-10-15_19:09:40.785,MSGF,8,42,44,179
468878,2025-10-15_19:09:40.044,MSGF,8,43,44,96



484980,2025-10-15_19:09:56.343,MSGF,9,0,33,228
485439,2025-10-15_19:09:57.802,MSGF,9,1,33,228
485904,2025-10-15_19:09:57.267,MSGF,9,2,33,228
486363,2025-10-15_19:09:58.725,MSGF,9,3,33,228
486822,2025-10-15_19:09:58.184,MSGF,9,4,33,228
487287,2025-10-15_19:09:59.650,MSGF,9,5,33,228
487746,2025-10-15_19:09:59.108,MSGF,9,6,33,228
488211,2025-10-15_19:10:00.574,MSGF,9,7,33,228
488670,2025-10-15_19:10:00.033,MSGF,9,8,33,228
489129,2025-10-15_19:10:01.491,MSGF,9,9,33,228
489594,2025-10-15_19:10:01.957,MSGF,9,10,33,229
490053,2025-10-15_19:10:02.416,MSGF,9,11,33,229
490518,2025-10-15_19:10:02.881,MSGF,9,12,33,229
490977,2025-10-15_19:10:02.340,MSGF,9,13,33,229
491436,2025-10-15_19:10:03.799,MSGF,9,14,33,229
491901,2025-10-15_19:10:03.264,MSGF,9,15,33,229
492360,2025-10-15_19:10:04.723,MSGF,9,16,33,229
492825,2025-10-15_19:10:04.188,MSGF,9,17,33,229
493284,2025-10-15_19:10:05.647,MSGF,9,18,33,229
493743,2025-10-15_19:10:05.106,MSGF,9,19,33,229
494208,2025-10-15_19:10:06.571,MSGF,9,20,33,229
494667,2025-10-15_19:10:06.030,MSGF,9,21,33,229
495132,2025-10-15_19:10:07.495,MSGF,9,22,33,229
495591,2025-10-15_19:10:07.954,MSGF,9,23,33,229
496050,2025-10-15_19:10:08.413,MSGF,9,24,33,229
496515,2025-10-15_19:10:08.878,MSGF,9,25,33,229
496974,2025-10-15_19:10:08.337,MSGF,9,26,33,229
497439,2025-10-15_19:10:09.802,MSGF,9,27,33,229
497898,2025-10-15_19:10:09.261,MSGF,9,28,33,229
498357,2025-10-15_19:10:10.720,MSGF,9,29,33,229
498822,2025-10-15_19:10:10.185,MSGF,9,30,33,229
499281,2025-10-15_19:10:11.644,MSGF,9,31,33,229
499746,2025-10-15_19:10:11.990,MSGF,9,32,33,146



513848,2025-10-15_19:10:25.212,MSGF,10,0,33,229
514308,2025-10-15_19:10:26.671,MSGF,10,1,33,229
514774,2025-10-15_19:10:26.137,MSGF,10,2,33,229
515239,2025-10-15_19:10:27.602,MSGF,10,3,33,229
515698,2025-10-15_19:10:27.061,MSGF,10,4,33,229
516157,2025-10-15_19:10:28.520,MSGF,10,5,33,229
516616,2025-10-15_19:10:28.979,MSGF,10,6,33,229
517081,2025-10-15_19:10:29.444,MSGF,10,7,33,229
517546,2025-10-15_19:10:29.909,MSGF,10,8,33,229
518005,2025-10-15_19:10:29.368,MSGF,10,9,33,229
518464,2025-10-15_19:10:30.832,MSGF,10,10,33,230
518928,2025-10-15_19:10:30.296,MSGF,10,11,33,230
519398,2025-10-15_19:10:31.766,MSGF,10,12,33,230
519868,2025-10-15_19:10:31.236,MSGF,10,13,33,230
520332,2025-10-15_19:10:32.700,MSGF,10,14,33,230
520796,2025-10-15_19:10:32.164,MSGF,10,15,33,230
521260,2025-10-15_19:10:33.628,MSGF,10,16,33,230
521730,2025-10-15_19:10:33.098,MSGF,10,17,33,230
522200,2025-10-15_19:10:34.568,MSGF,10,18,33,230
522664,2025-10-15_19:10:34.032,MSGF,10,19,33,230
523128,2025-10-15_19:10:35.496,MSGF,10,20,33,230
523592,2025-10-15_19:10:35.960,MSGF,10,21,33,230
524062,2025-10-15_19:10:36.430,MSGF,10,22,33,230
524532,2025-10-15_19:10:36.900,MSGF,10,23,33,230
524996,2025-10-15_19:10:36.364,MSGF,10,24,33,230
525460,2025-10-15_19:10:37.828,MSGF,10,25,33,230
525924,2025-10-15_19:10:37.292,MSGF,10,26,33,230
526394,2025-10-15_19:10:38.762,MSGF,10,27,33,230
526864,2025-10-15_19:10:38.232,MSGF,10,28,33,230
527328,2025-10-15_19:10:39.696,MSGF,10,29,33,230
527792,2025-10-15_19:10:39.160,MSGF,10,30,33,230
528256,2025-10-15_19:10:40.624,MSGF,10,31,33,230
528726,2025-10-15_19:10:40.970,MSGF,10,32,33,147



557036,2025-10-15_19:11:09.400,MSGF,11,0,33,229
557496,2025-10-15_19:11:09.859,MSGF,11,1,33,229
557955,2025-10-15_19:11:09.318,MSGF,11,2,33,229
558414,2025-10-15_19:11:10.777,MSGF,11,3,33,229
558883,2025-10-15_19:11:10.246,MSGF,11,4,33,229
559342,2025-10-15_19:11:11.705,MSGF,11,5,33,229
559801,2025-10-15_19:11:11.164,MSGF,11,6,33,229
560260,2025-10-15_19:11:12.623,MSGF,11,7,33,229
560719,2025-10-15_19:11:12.082,MSGF,11,8,33,229
561190,2025-10-15_19:11:13.553,MSGF,11,9,33,229
561649,2025-10-15_19:11:13.017,MSGF,11,10,33,230
562113,2025-10-15_19:11:14.481,MSGF,11,11,33,230
562577,2025-10-15_19:11:14.945,MSGF,11,12,33,230
563041,2025-10-15_19:11:15.409,MSGF,11,13,33,230
563517,2025-10-15_19:11:15.885,MSGF,11,14,33,230
563981,2025-10-15_19:11:15.349,MSGF,11,15,33,230
564445,2025-10-15_19:11:16.813,MSGF,11,16,33,230
564909,2025-10-15_19:11:16.277,MSGF,11,17,33,230
565373,2025-10-15_19:11:17.741,MSGF,11,18,33,230
565849,2025-10-15_19:11:17.217,MSGF,11,19,33,230
566313,2025-10-15_19:11:18.681,MSGF,11,20,33,230
566777,2025-10-15_19:11:18.145,MSGF,11,21,33,230
567241,2025-10-15_19:11:19.609,MSGF,11,22,33,230
567705,2025-10-15_19:11:19.073,MSGF,11,23,33,230
568181,2025-10-15_19:11:20.549,MSGF,11,24,33,230
568646,2025-10-15_19:11:20.014,MSGF,11,25,33,230
569110,2025-10-15_19:11:21.478,MSGF,11,26,33,230
569574,2025-10-15_19:11:21.942,MSGF,11,27,33,230
570038,2025-10-15_19:11:22.406,MSGF,11,28,33,230
570514,2025-10-15_19:11:22.882,MSGF,11,29,33,230
570978,2025-10-15_19:11:22.346,MSGF,11,30,33,230
571442,2025-10-15_19:11:23.810,MSGF,11,31,33,230
571906,2025-10-15_19:11:23.150,MSGF,11,32,33,147
