time_ms,local_time,packet_type,sequence_no,fragment_idx,total_fragments,packet_size_bytes
345809,2025-10-06_18:29:46.819,MSGF,2,13,44,179
346492,2025-10-06_18:29:46.502,MSGF,2,14,44,179
347169,2025-10-06_18:29:47.179,MSGF,2,15,44,179
347853,2025-10-06_18:29:48.863,MSGF,2,16,44,179
348530,2025-10-06_18:29:48.540,MSGF,2,17,44,179
349207,2025-10-06_18:29:49.217,MSGF,2,18,44,179
349890,2025-10-06_18:29:50.900,MSGF,2,19,44,179
350567,2025-10-06_18:29:51.577,MSGF,2,20,44,179
351251,2025-10-06_18:29:51.261,MSGF,2,21,44,179
351928,2025-10-06_18:29:52.938,MSGF,2,22,44,179
352605,2025-10-06_18:29:53.615,MSGF,2,23,44,179
353288,2025-10-06_18:29:53.298,MSGF,2,24,44,179
353965,2025-10-06_18:29:54.975,MSGF,2,25,44,179
354649,2025-10-06_18:29:55.659,MSGF,2,26,44,179
355326,2025-10-06_18:29:55.336,MSGF,2,27,44,179
356003,2025-10-06_18:29:56.013,MSGF,2,28,44,179
356686,2025-10-06_18:29:57.696,MSGF,2,29,44,179
357363,2025-10-06_18:29:57.373,MSGF,2,30,44,179
358047,2025-10-06_18:29:58.057,MSGF,2,31,44,179
358724,2025-10-06_18:29:59.734,MSGF,2,32,44,179
359401,2025-10-06_18:29:59.411,MSGF,2,33,44,179
360084,2025-10-06_18:30:00.094,MSGF,2,34,44,179
360761,2025-10-06_18:30:01.771,MSGF,2,35,44,179
361445,2025-10-06_18:30:01.455,MSGF,2,36,44,179
362122,2025-10-06_18:30:02.132,MSGF,2,37,44,179
362799,2025-10-06_18:30:03.809,MSGF,2,38,44,179
363482,2025-10-06_18:30:03.492,MSGF,2,39,44,179
364159,2025-10-06_18:30:04.169,MSGF,2,40,44,179
364842,2025-10-06_18:30:05.852,MSGF,2,41,44,179
365519,2025-10-06_18:30:05.529,MSGF,2,42,44,179
365980,2025-10-06_18:30:06.985,MSGF,2,43,44,96
