time_ms,local_time,packet_type,sequence_no,fragment_idx,total_fragments,packet_size_bytes


58087,2025-10-06_19:06:44.092,MSGF,0,0,131,79
58492,2025-10-06_19:06:44.496,MSGF,0,1,131,79
58896,2025-10-06_19:06:45.900,MSGF,0,2,131,79
59300,2025-10-06_19:06:45.304,MSGF,0,3,131,79
59708,2025-10-06_19:06:45.712,MSGF,0,4,131,79
60112,2025-10-06_19:06:46.116,MSGF,0,5,131,79
60516,2025-10-06_19:06:46.520,MSGF,0,6,131,79
60920,2025-10-06_19:06:47.924,MSGF,0,7,131,79
61324,2025-10-06_19:06:47.328,MSGF,0,8,131,79
61739,2025-10-06_19:06:47.744,MSGF,0,9,131,79
62143,2025-10-06_19:06:48.147,MSGF,0,10,131,80
62557,2025-10-06_19:06:48.561,MSGF,0,11,131,80
62971,2025-10-06_19:06:49.975,MSGF,0,12,131,80
63385,2025-10-06_19:06:49.389,MSGF,0,13,131,80
63811,2025-10-06_19:06:49.816,MSGF,0,14,131,80
64225,2025-10-06_19:06:50.229,MSGF,0,15,131,80
64639,2025-10-06_19:06:50.643,MSGF,0,16,131,80
65053,2025-10-06_19:06:51.057,MSGF,0,17,131,80
65467,2025-10-06_19:06:51.471,MSGF,0,18,131,80
65893,2025-10-06_19:06:52.898,MSGF,0,19,131,80
66307,2025-10-06_19:06:52.311,MSGF,0,20,131,80
66721,2025-10-06_19:06:52.725,MSGF,0,21,131,80
67135,2025-10-06_19:06:53.139,MSGF,0,22,131,80
67549,2025-10-06_19:06:53.553,MSGF,0,23,131,80
67975,2025-10-06_19:06:54.980,MSGF,0,24,131,80
68389,2025-10-06_19:06:54.393,MSGF,0,25,131,80
68803,2025-10-06_19:06:54.807,MSGF,0,26,131,80
69217,2025-10-06_19:06:55.221,MSGF,0,27,131,80
69631,2025-10-06_19:06:55.635,MSGF,0,28,131,80
70057,2025-10-06_19:06:56.062,MSGF,0,29,131,80
70471,2025-10-06_19:06:56.475,MSGF,0,30,131,80
70885,2025-10-06_19:06:57.889,MSGF,0,31,131,80
71299,2025-10-06_19:06:57.303,MSGF,0,32,131,80
71713,2025-10-06_19:06:57.717,MSGF,0,33,131,80
72139,2025-10-06_19:06:58.144,MSGF,0,34,131,80
72553,2025-10-06_19:06:58.557,MSGF,0,35,131,80
72967,2025-10-06_19:06:59.971,MSGF,0,36,131,80
73381,2025-10-06_19:06:59.385,MSGF,0,37,131,80
73795,2025-10-06_19:06:59.799,MSGF,0,38,131,80
74221,2025-10-06_19:07:00.226,MSGF,0,39,131,80
74635,2025-10-06_19:07:00.639,MSGF,0,40,131,80
75049,2025-10-06_19:07:01.053,MSGF,0,41,131,80
75463,2025-10-06_19:07:01.467,MSGF,0,42,131,80
75877,2025-10-06_19:07:02.881,MSGF,0,43,131,80
76303,2025-10-06_19:07:02.308,MSGF,0,44,131,80
76717,2025-10-06_19:07:02.721,MSGF,0,45,131,80
77131,2025-10-06_19:07:03.135,MSGF,0,46,131,80
77545,2025-10-06_19:07:03.549,MSGF,0,47,131,80
77959,2025-10-06_19:07:04.963,MSGF,0,48,131,80
78385,2025-10-06_19:07:04.390,MSGF,0,49,131,80
