time_ms,local_time,packet_type,sequence_no,fragment_idx,total_fragments,packet_size_bytes
279761,2025-10-15_19:25:16.323,MSGF,0,0,131,79
282339,2025-10-15_19:25:19.901,MSGF,0,0,131,79
284917,2025-10-15_19:25:21.479,MSGF,0,0,131,79
287495,2025-10-15_19:25:24.057,MSGF,0,0,131,79
290077,2025-10-15_19:25:26.639,MSGF,0,0,131,79
292655,2025-10-15_19:25:29.217,MSGF,0,0,131,79
295158,2025-10-15_19:25:31.720,MSGF,0,1,131,79
297667,2025-10-15_19:25:34.229,MSGF,0,2,131,79
300170,2025-10-15_19:25:36.732,MSGF,0,3,131,79
302674,2025-10-15_19:25:39.237,MSGF,0,4,131,79
305178,2025-10-15_19:25:42.740,MSGF,0,5,131,79
307681,2025-10-15_19:25:44.243,MSGF,0,6,131,79
310190,2025-10-15_19:25:47.752,MSGF,0,7,131,79
312693,2025-10-15_19:25:49.255,MSGF,0,8,131,79
315201,2025-10-15_19:25:52.764,MSGF,0,9,131,79
317704,2025-10-15_19:25:54.266,MSGF,0,10,131,80
320207,2025-10-15_19:25:57.769,MSGF,0,11,131,80
322716,2025-10-15_19:25:59.278,MSGF,0,12,131,80
325219,2025-10-15_19:26:02.781,MSGF,0,13,131,80
327727,2025-10-15_19:26:04.290,MSGF,0,14,131,80
330230,2025-10-15_19:26:07.792,MSGF,0,15,131,80
332733,2025-10-15_19:26:09.295,MSGF,0,16,131,80
335242,2025-10-15_19:26:12.804,MSGF,0,17,131,80
337820,2025-10-15_19:26:14.382,MSGF,0,17,131,80
340403,2025-10-15_19:26:17.965,MSGF,0,17,131,80
342981,2025-10-15_19:26:19.543,MSGF,0,17,131,80
345559,2025-10-15_19:26:22.121,MSGF,0,17,131,80
348137,2025-10-15_19:26:24.699,MSGF,0,17,131,80
350715,2025-10-15_19:26:27.277,MSGF,0,17,131,80
353298,2025-10-15_19:26:30.860,MSGF,0,17,131,80
355801,2025-10-15_19:26:32.363,MSGF,0,18,131,80
358309,2025-10-15_19:26:35.872,MSGF,0,19,131,80
360813,2025-10-15_19:26:37.375,MSGF,0,20,131,80
363316,2025-10-15_19:26:40.878,MSGF,0,21,131,80
365825,2025-10-15_19:26:42.387,MSGF,0,22,131,80
368328,2025-10-15_19:26:45.890,MSGF,0,23,131,80
370836,2025-10-15_19:26:47.399,MSGF,0,24,131,80
373340,2025-10-15_19:26:50.902,MSGF,0,25,131,80
375918,2025-10-15_19:26:52.480,MSGF,0,25,131,80
378501,2025-10-15_19:26:55.063,MSGF,0,25,131,80
381079,2025-10-15_19:26:57.641,MSGF,0,25,131,80
383657,2025-10-15_19:27:00.219,MSGF,0,25,131,80
386235,2025-10-15_19:27:03.797,MSGF,0,25,131,80
388813,2025-10-15_19:27:05.375,MSGF,0,25,131,80
391396,2025-10-15_19:27:08.958,MSGF,0,25,131,80



394124,2025-10-15_19:27:10.686,MSGF,0,0,131,79
396627,2025-10-15_19:27:13.189,MSGF,0,1,131,79
399135,2025-10-15_19:27:15.697,MSGF,0,2,131,79
401638,2025-10-15_19:27:18.200,MSGF,0,3,131,79
404146,2025-10-15_19:27:20.709,MSGF,0,4,131,79
406650,2025-10-15_19:27:23.212,MSGF,0,5,131,79
409153,2025-10-15_19:27:25.715,MSGF,0,6,131,79
411661,2025-10-15_19:27:28.223,MSGF,0,7,131,79
414164,2025-10-15_19:27:30.726,MSGF,0,8,131,79
416672,2025-10-15_19:27:33.235,MSGF,0,9,131,79
419176,2025-10-15_19:27:35.738,MSGF,0,10,131,80
421679,2025-10-15_19:27:38.241,MSGF,0,11,131,80
424187,2025-10-15_19:27:41.749,MSGF,0,12,131,80
426690,2025-10-15_19:27:43.252,MSGF,0,13,131,80
429198,2025-10-15_19:27:46.761,MSGF,0,14,131,80
431702,2025-10-15_19:27:48.264,MSGF,0,15,131,80
