time_ms,local_time,packet_type,sequence_no,fragment_idx,total_fragments,packet_size_bytes
53575,2025-10-15_17:36:10.028,ACKF,0,0,-1,34
54872,2025-10-15_17:36:11.326,ACKF,0,1,-1,34
56170,2025-10-15_17:36:12.624,ACKF,0,2,-1,34
57471,2025-10-15_17:36:13.924,ACKF,0,3,-1,34
58771,2025-10-15_17:36:15.224,ACKF,0,4,-1,34
60068,2025-10-15_17:36:16.522,ACKF,0,5,-1,34
61366,2025-10-15_17:36:17.820,ACKF,0,6,-1,34
62664,2025-10-15_17:36:19.118,ACKF,0,7,-1,34
63968,2025-10-15_17:36:20.422,ACKF,0,8,-1,34
65271,2025-10-15_17:36:21.724,ACKF,0,9,-1,34
66610,2025-10-15_17:36:23.104,ACKF,0,10,-1,35
67989,2025-10-15_17:36:24.483,ACKF,0,11,-1,35
69368,2025-10-15_17:36:25.862,ACKF,0,12,-1,35
70752,2025-10-15_17:36:27.247,ACKF,0,13,-1,35
72137,2025-10-15_17:36:28.631,ACKF,0,14,-1,35
73517,2025-10-15_17:36:30.011,ACKF,0,15,-1,35
74896,2025-10-15_17:36:31.390,ACKF,0,16,-1,35
76275,2025-10-15_17:36:32.769,ACKF,0,17,-1,35
77659,2025-10-15_17:36:34.153,ACKF,0,18,-1,35
79044,2025-10-15_17:36:35.538,ACKF,0,19,-1,35
80424,2025-10-15_17:36:36.918,ACKF,0,20,-1,35
81803,2025-10-15_17:36:38.297,ACKF,0,21,-1,35
83182,2025-10-15_17:36:39.676,ACKF,0,22,-1,35
84566,2025-10-15_17:36:41.061,ACKF,0,23,-1,35
85951,2025-10-15_17:36:42.445,ACKF,0,24,-1,35
87331,2025-10-15_17:36:43.825,ACKF,0,25,-1,35
88710,2025-10-15_17:36:45.204,ACKF,0,26,-1,35
90089,2025-10-15_17:36:46.583,ACKF,0,27,-1,35
91473,2025-10-15_17:36:47.968,ACKF,0,28,-1,35
92858,2025-10-15_17:36:49.352,ACKF,0,29,-1,35
94238,2025-10-15_17:36:50.732,ACKF,0,30,-1,35
95617,2025-10-15_17:36:52.111,ACKF,0,31,-1,35
96996,2025-10-15_17:36:53.490,ACKF,0,32,-1,35
98380,2025-10-15_17:36:54.875,ACKF,0,33,-1,35
99765,2025-10-15_17:36:56.259,ACKF,0,34,-1,35
101145,2025-10-15_17:36:57.639,ACKF,0,35,-1,35
102524,2025-10-15_17:36:59.018,ACKF,0,36,-1,35
103903,2025-10-15_17:37:00.397,ACKF,0,37,-1,35
105287,2025-10-15_17:37:01.782,ACKF,0,38,-1,35
106672,2025-10-15_17:37:03.166,ACKF,0,39,-1,35
108052,2025-10-15_17:37:04.546,ACKF,0,40,-1,35
109431,2025-10-15_17:37:05.925,ACKF,0,41,-1,35
110810,2025-10-15_17:37:07.304,ACKF,0,42,-1,35
112194,2025-10-15_17:37:08.689,ACKF,0,43,-1,35
113579,2025-10-15_17:37:10.073,ACKF,0,44,-1,35
114959,2025-10-15_17:37:11.453,ACKF,0,45,-1,35
116338,2025-10-15_17:37:12.832,ACKF,0,46,-1,35
117717,2025-10-15_17:37:14.211,ACKF,0,47,-1,35
119101,2025-10-15_17:37:15.596,ACKF,0,48,-1,35
120486,2025-10-15_17:37:16.980,ACKF,0,49,-1,35
121866,2025-10-15_17:37:18.360,ACKF,0,50,-1,35
123245,2025-10-15_17:37:19.739,ACKF,0,51,-1,35
124624,2025-10-15_17:37:21.118,ACKF,0,52,-1,35
126008,2025-10-15_17:37:22.503,ACKF,0,53,-1,35
127393,2025-10-15_17:37:23.887,ACKF,0,54,-1,35
128773,2025-10-15_17:37:25.267,ACKF,0,55,-1,35
130152,2025-10-15_17:37:26.646,ACKF,0,56,-1,35
131531,2025-10-15_17:37:28.025,ACKF,0,57,-1,35
134800,2025-10-15_17:37:31.295,ACKF,0,58,-1,35
136185,2025-10-15_17:37:32.679,ACKF,0,59,-1,35
137565,2025-10-15_17:37:34.059,ACKF,0,60,-1,35
