time_ms,local_time,packet_type,sequence_no,fragment_idx,total_fragments,packet_size_bytes

48406,2025-10-15_16:08:24.411,MSGF,0,0,131,79
49123,2025-10-15_16:08:25.128,MSGF,0,1,131,79
49839,2025-10-15_16:08:26.844,MSGF,0,2,131,79
50555,2025-10-15_16:08:27.560,MSGF,0,3,131,79
51274,2025-10-15_16:08:27.279,MSGF,0,4,131,79
51990,2025-10-15_16:08:28.995,MSGF,0,5,131,79
52706,2025-10-15_16:08:29.711,MSGF,0,6,131,79
53422,2025-10-15_16:08:29.427,MSGF,0,7,131,79
54138,2025-10-15_16:08:30.143,MSGF,0,8,131,79
54864,2025-10-15_16:08:31.869,MSGF,0,9,131,79
55580,2025-10-15_16:08:32.585,MSGF,0,10,131,80
56296,2025-10-15_16:08:32.301,MSGF,0,11,131,80
57765,2025-10-15_16:08:34.770,MSGF,0,11,131,80
59234,2025-10-15_16:08:35.239,MSGF,0,11,131,80
59955,2025-10-15_16:08:36.960,MSGF,0,12,131,80
60671,2025-10-15_16:08:37.676,MSGF,0,13,131,80
61392,2025-10-15_16:08:37.397,MSGF,0,14,131,80
62108,2025-10-15_16:08:38.113,MSGF,0,15,131,80
62824,2025-10-15_16:08:39.829,MSGF,0,16,131,80
63545,2025-10-15_16:08:40.550,MSGF,0,17,131,80
64261,2025-10-15_16:08:40.266,MSGF,0,18,131,80
66451,2025-10-15_16:08:43.456,MSGF,0,19,131,80
67167,2025-10-15_16:08:43.172,MSGF,0,20,131,80
67883,2025-10-15_16:08:44.888,MSGF,0,21,131,80
68604,2025-10-15_16:08:45.609,MSGF,0,22,131,80
69320,2025-10-15_16:08:45.325,MSGF,0,23,131,80
70041,2025-10-15_16:08:46.046,MSGF,0,24,131,80
70757,2025-10-15_16:08:47.762,MSGF,0,25,131,80
71473,2025-10-15_16:08:48.478,MSGF,0,26,131,80
72194,2025-10-15_16:08:48.199,MSGF,0,27,131,80
72910,2025-10-15_16:08:49.915,MSGF,0,28,131,80
73631,2025-10-15_16:08:50.636,MSGF,0,29,131,80
74347,2025-10-15_16:08:50.352,MSGF,0,30,131,80
75063,2025-10-15_16:08:51.068,MSGF,0,31,131,80
75784,2025-10-15_16:08:52.789,MSGF,0,32,131,80
76500,2025-10-15_16:08:53.505,MSGF,0,33,131,80
77221,2025-10-15_16:08:53.226,MSGF,0,34,131,80
77937,2025-10-15_16:08:54.942,MSGF,0,35,131,80
78653,2025-10-15_16:08:55.658,MSGF,0,36,131,80
79374,2025-10-15_16:08:55.379,MSGF,0,37,131,80
80090,2025-10-15_16:08:56.095,MSGF,0,38,131,80
