time_ms,local_time,packet_type,sequence_no,fragment_idx,total_fragments,packet_size_bytes

144358,2025-10-15_16:08:25.811,MSGF,0,0,131,79
145075,2025-10-15_16:08:25.528,MSGF,0,1,131,79
145791,2025-10-15_16:08:26.244,MSGF,0,2,131,79
146507,2025-10-15_16:08:27.960,MSGF,0,3,131,79
147226,2025-10-15_16:08:27.680,MSGF,0,4,131,79
147942,2025-10-15_16:08:28.395,MSGF,0,5,131,79
148658,2025-10-15_16:08:29.111,MSGF,0,6,131,79
149374,2025-10-15_16:08:30.827,MSGF,0,7,131,79
150090,2025-10-15_16:08:30.543,MSGF,0,8,131,79
150816,2025-10-15_16:08:31.270,MSGF,0,9,131,79
151532,2025-10-15_16:08:32.985,MSGF,0,10,131,80
152248,2025-10-15_16:08:32.701,MSGF,0,11,131,80
153717,2025-10-15_16:08:34.170,MSGF,0,11,131,80
155186,2025-10-15_16:08:35.639,MSGF,0,11,131,80
155907,2025-10-15_16:08:36.360,MSGF,0,12,131,80
156623,2025-10-15_16:08:37.076,MSGF,0,13,131,80
157344,2025-10-15_16:08:38.798,MSGF,0,14,131,80
158060,2025-10-15_16:08:38.513,MSGF,0,15,131,80
158776,2025-10-15_16:08:39.229,MSGF,0,16,131,80
159497,2025-10-15_16:08:40.950,MSGF,0,17,131,80
160213,2025-10-15_16:08:40.666,MSGF,0,18,131,80
160934,2025-10-15_16:08:41.388,MSGF,0,19,131,80
162403,2025-10-15_16:08:43.856,MSGF,0,19,131,80
163119,2025-10-15_16:08:43.572,MSGF,0,20,131,80
163835,2025-10-15_16:08:44.288,MSGF,0,21,131,80
164556,2025-10-15_16:08:45.009,MSGF,0,22,131,80
165272,2025-10-15_16:08:45.725,MSGF,0,23,131,80
165993,2025-10-15_16:08:46.447,MSGF,0,24,131,80
166709,2025-10-15_16:08:47.162,MSGF,0,25,131,80
167425,2025-10-15_16:08:48.878,MSGF,0,26,131,80
168146,2025-10-15_16:08:48.599,MSGF,0,27,131,80
168862,2025-10-15_16:08:49.315,MSGF,0,28,131,80
169583,2025-10-15_16:08:50.037,MSGF,0,29,131,80
170299,2025-10-15_16:08:50.752,MSGF,0,30,131,80
171015,2025-10-15_16:08:51.468,MSGF,0,31,131,80
171736,2025-10-15_16:08:52.189,MSGF,0,32,131,80
172452,2025-10-15_16:08:53.905,MSGF,0,33,131,80
173173,2025-10-15_16:08:53.627,MSGF,0,34,131,80
173889,2025-10-15_16:08:54.342,MSGF,0,35,131,80
174605,2025-10-15_16:08:55.058,MSGF,0,36,131,80
175326,2025-10-15_16:08:55.779,MSGF,0,37,131,80
176042,2025-10-15_16:08:56.495,MSGF,0,38,131,80
177511,2025-10-15_16:08:58.964,MSGF,0,38,131,80
178232,2025-10-15_16:08:58.686,MSGF,0,39,131,80
178948,2025-10-15_16:08:59.401,MSGF,0,40,131,80
179669,2025-10-15_16:09:00.122,MSGF,0,41,131,80
180385,2025-10-15_16:09:01.838,MSGF,0,42,131,80
181854,2025-10-15_16:09:02.307,MSGF,0,42,131,80
182570,2025-10-15_16:09:03.023,MSGF,0,43,131,80
183291,2025-10-15_16:09:03.745,MSGF,0,44,131,80
184012,2025-10-15_16:09:04.465,MSGF,0,45,131,80
184728,2025-10-15_16:09:05.181,MSGF,0,46,131,80
186197,2025-10-15_16:09:06.650,MSGF,0,46,131,80
186913,2025-10-15_16:09:07.366,MSGF,0,47,131,80
187629,2025-10-15_16:09:08.082,MSGF,0,48,131,80
188355,2025-10-15_16:09:09.809,MSGF,0,49,131,80
189071,2025-10-15_16:09:09.524,MSGF,0,50,131,80
189787,2025-10-15_16:09:10.240,MSGF,0,51,131,80
190503,2025-10-15_16:09:11.956,MSGF,0,52,131,80
191219,2025-10-15_16:09:11.672,MSGF,0,53,131,80
191945,2025-10-15_16:09:12.399,MSGF,0,54,131,80
192661,2025-10-15_16:09:13.114,MSGF,0,55,131,80
193377,2025-10-15_16:09:14.830,MSGF,0,56,131,80
194093,2025-10-15_16:09:14.546,MSGF,0,57,131,80
194809,2025-10-15_16:09:15.262,MSGF,0,58,131,80
195535,2025-10-15_16:09:16.989,MSGF,0,59,131,80
196251,2025-10-15_16:09:16.704,MSGF,0,60,131,80
196967,2025-10-15_16:09:17.420,MSGF,0,61,131,80
197683,2025-10-15_16:09:18.136,MSGF,0,62,131,80
198399,2025-10-15_16:09:19.852,MSGF,0,63,131,80
199125,2025-10-15_16:09:19.579,MSGF,0,64,131,80
199841,2025-10-15_16:09:20.294,MSGF,0,65,131,80
200557,2025-10-15_16:09:21.010,MSGF,0,66,131,80
201273,2025-10-15_16:09:21.726,MSGF,0,67,131,80
201989,2025-10-15_16:09:22.442,MSGF,0,68,131,80
202715,2025-10-15_16:09:23.169,MSGF,0,69,131,80
203432,2025-10-15_16:09:24.885,MSGF,0,70,131,80
204148,2025-10-15_16:09:24.601,MSGF,0,71,131,80
204864,2025-10-15_16:09:25.317,MSGF,0,72,131,80
205580,2025-10-15_16:09:26.033,MSGF,0,73,131,80
206306,2025-10-15_16:09:26.760,MSGF,0,74,131,80
207022,2025-10-15_16:09:27.475,MSGF,0,75,131,80
207738,2025-10-15_16:09:28.191,MSGF,0,76,131,80
208454,2025-10-15_16:09:29.907,MSGF,0,77,131,80
209170,2025-10-15_16:09:29.623,MSGF,0,78,131,80
209896,2025-10-15_16:09:30.350,MSGF,0,79,131,80
210612,2025-10-15_16:09:31.065,MSGF,0,80,131,80
211328,2025-10-15_16:09:31.781,MSGF,0,81,131,80
212044,2025-10-15_16:09:32.497,MSGF,0,82,131,80
212760,2025-10-15_16:09:33.213,MSGF,0,83,131,80
213486,2025-10-15_16:09:34.940,MSGF,0,84,131,80
214202,2025-10-15_16:09:34.655,MSGF,0,85,131,80
214918,2025-10-15_16:09:35.371,MSGF,0,86,131,80
215634,2025-10-15_16:09:36.087,MSGF,0,87,131,80
216350,2025-10-15_16:09:37.803,MSGF,0,88,131,80
217076,2025-10-15_16:09:37.530,MSGF,0,89,131,80
217793,2025-10-15_16:09:38.246,MSGF,0,90,131,80
218509,2025-10-15_16:09:39.962,MSGF,0,91,131,80
219225,2025-10-15_16:09:39.678,MSGF,0,92,131,80
219941,2025-10-15_16:09:40.394,MSGF,0,93,131,80
220667,2025-10-15_16:09:41.121,MSGF,0,94,131,80
221384,2025-10-15_16:09:42.837,MSGF,0,95,131,80
222100,2025-10-15_16:09:42.553,MSGF,0,96,131,80
222816,2025-10-15_16:09:43.269,MSGF,0,97,131,80
223532,2025-10-15_16:09:44.985,MSGF,0,98,131,80
224258,2025-10-15_16:09:44.712,MSGF,0,99,131,80
224975,2025-10-15_16:09:45.449,MSGF,0,100,131,81
225731,2025-10-15_16:09:46.205,MSGF,0,101,131,81
226487,2025-10-15_16:09:47.961,MSGF,0,102,131,81
227243,2025-10-15_16:09:47.717,MSGF,0,103,131,81
228009,2025-10-15_16:09:48.483,MSGF,0,104,131,81
228766,2025-10-15_16:09:49.240,MSGF,0,105,131,81
229522,2025-10-15_16:09:50.996,MSGF,0,106,131,81
230278,2025-10-15_16:09:50.752,MSGF,0,107,131,81
231034,2025-10-15_16:09:51.508,MSGF,0,108,131,81
231800,2025-10-15_16:09:52.274,MSGF,0,109,131,81
232557,2025-10-15_16:09:53.031,MSGF,0,110,131,81
233313,2025-10-15_16:09:53.787,MSGF,0,111,131,81
234069,2025-10-15_16:09:54.543,MSGF,0,112,131,81
234825,2025-10-15_16:09:55.299,MSGF,0,113,131,81
235591,2025-10-15_16:09:56.065,MSGF,0,114,131,81
236347,2025-10-15_16:09:57.821,MSGF,0,115,131,81
237103,2025-10-15_16:09:57.577,MSGF,0,116,131,81
237859,2025-10-15_16:09:58.333,MSGF,0,117,131,81
238615,2025-10-15_16:09:59.089,MSGF,0,118,131,81
239381,2025-10-15_16:10:00.855,MSGF,0,119,131,81
240138,2025-10-15_16:10:00.612,MSGF,0,120,131,81
240894,2025-10-15_16:10:01.368,MSGF,0,121,131,81
241650,2025-10-15_16:10:02.124,MSGF,0,122,131,81
242406,2025-10-15_16:10:03.880,MSGF,0,123,131,81
243173,2025-10-15_16:10:03.647,MSGF,0,124,131,81
243930,2025-10-15_16:10:04.404,MSGF,0,125,131,81
244686,2025-10-15_16:10:05.160,MSGF,0,126,131,81
245442,2025-10-15_16:10:06.916,MSGF,0,127,131,81
246198,2025-10-15_16:10:06.672,MSGF,0,128,131,81
246964,2025-10-15_16:10:07.438,MSGF,0,129,131,81
247721,2025-10-15_16:10:08.030,MSGF,0,130,131,48

414106,2025-10-15_16:12:54.560,MSGF,1,0,131,79
414823,2025-10-15_16:12:55.276,MSGF,1,1,131,79
415543,2025-10-15_16:12:56.997,MSGF,1,2,131,79
416265,2025-10-15_16:12:56.718,MSGF,1,3,131,79
416980,2025-10-15_16:12:57.433,MSGF,1,4,131,79
417695,2025-10-15_16:12:58.148,MSGF,1,5,131,79
418410,2025-10-15_16:12:59.863,MSGF,1,6,131,79
419130,2025-10-15_16:12:59.584,MSGF,1,7,131,79
419852,2025-10-15_16:13:00.305,MSGF,1,8,131,79
420567,2025-10-15_16:13:01.020,MSGF,1,9,131,79
421282,2025-10-15_16:13:01.735,MSGF,1,10,131,80
421997,2025-10-15_16:13:02.450,MSGF,1,11,131,80
422717,2025-10-15_16:13:03.171,MSGF,1,12,131,80
423440,2025-10-15_16:13:04.893,MSGF,1,13,131,80
424155,2025-10-15_16:13:04.608,MSGF,1,14,131,80
424870,2025-10-15_16:13:05.323,MSGF,1,15,131,80
425585,2025-10-15_16:13:06.038,MSGF,1,16,131,80
426305,2025-10-15_16:13:06.759,MSGF,1,17,131,80
427028,2025-10-15_16:13:07.481,MSGF,1,18,131,80
427743,2025-10-15_16:13:08.196,MSGF,1,19,131,80
428458,2025-10-15_16:13:09.911,MSGF,1,20,131,80
429173,2025-10-15_16:13:09.626,MSGF,1,21,131,80
429893,2025-10-15_16:13:10.347,MSGF,1,22,131,80
430615,2025-10-15_16:13:11.068,MSGF,1,23,131,80
431330,2025-10-15_16:13:11.783,MSGF,1,24,131,80
432045,2025-10-15_16:13:12.498,MSGF,1,25,131,80
432760,2025-10-15_16:13:13.213,MSGF,1,26,131,80
433480,2025-10-15_16:13:14.934,MSGF,1,27,131,80
434202,2025-10-15_16:13:14.655,MSGF,1,28,131,80
434917,2025-10-15_16:13:15.370,MSGF,1,29,131,80
435632,2025-10-15_16:13:16.085,MSGF,1,30,131,80
436347,2025-10-15_16:13:17.800,MSGF,1,31,131,80
437067,2025-10-15_16:13:17.521,MSGF,1,32,131,80
437790,2025-10-15_16:13:18.243,MSGF,1,33,131,80
438505,2025-10-15_16:13:19.958,MSGF,1,34,131,80
439220,2025-10-15_16:13:19.673,MSGF,1,35,131,80
439935,2025-10-15_16:13:20.388,MSGF,1,36,131,80
440655,2025-10-15_16:13:21.109,MSGF,1,37,131,80
441378,2025-10-15_16:13:22.831,MSGF,1,38,131,80
442093,2025-10-15_16:13:22.546,MSGF,1,39,131,80
442808,2025-10-15_16:13:23.261,MSGF,1,40,131,80
443523,2025-10-15_16:13:24.976,MSGF,1,41,131,80
444243,2025-10-15_16:13:24.697,MSGF,1,42,131,80
444966,2025-10-15_16:13:25.419,MSGF,1,43,131,80
445681,2025-10-15_16:13:26.134,MSGF,1,44,131,80
446396,2025-10-15_16:13:27.849,MSGF,1,45,131,80
447111,2025-10-15_16:13:27.564,MSGF,1,46,131,80
447831,2025-10-15_16:13:28.285,MSGF,1,47,131,80
448554,2025-10-15_16:13:29.007,MSGF,1,48,131,80
449269,2025-10-15_16:13:29.722,MSGF,1,49,131,80
449984,2025-10-15_16:13:30.437,MSGF,1,50,131,80
450699,2025-10-15_16:13:31.152,MSGF,1,51,131,80
451419,2025-10-15_16:13:32.873,MSGF,1,52,131,80
452142,2025-10-15_16:13:32.595,MSGF,1,53,131,80
452857,2025-10-15_16:13:33.310,MSGF,1,54,131,80
453572,2025-10-15_16:13:34.025,MSGF,1,55,131,80
454287,2025-10-15_16:13:34.740,MSGF,1,56,131,80
